flight_number,departure_airport,arrival_airport,departure_date,arrival_date,departure_time,arrival_time,airline,flight_duration,passenger_count,ticket_price,cabin_class,flight_status,aircraft_type,pilot_name,co_pilot_name
1004,BIU,PYJ,4/20/2022,7/26/2022,4:43 AM,5:37 PM,Delta,9.22,10,242.34,First,Cancelled,Boeing 787,Raven Swayland,Flem Whitcher
2192,CMO,GRN,5/22/2022,10/13/2022,5:21 PM,5:00 PM,United,8.92,298,792.25,Business,Cancelled,Airbus A320,Dare Dun,Cassi Abry
7774,AKH,CLX,9/23/2022,1/8/2022,3:53 AM,1:08 AM,American,3.95,352,191.21,First,Delayed,Airbus A320,Robbert Collerd,Barbie Whatford
5955,RMA,YEQ,3/6/2022,3/2/2022,7:23 PM,8:12 PM,Delta,4.82,496,892.31,Economy,On Time,Boeing 737,Edin Claussen,Bondon Zanini
7328,YWG,MGB,2/2/2022,7/18/2022,4:01 AM,6:43 AM,United,7.52,258,616.0,Economy,Cancelled,Boeing 737,Dasi Osman,Hester Braidon
9599,LWM,LCP,6/7/2022,6/15/2022,7:48 AM,6:22 AM,Delta,3.0,350,795.14,First,On Time,Boeing 737,Heindrick McDougal,Andrea Gaul
5337,QFI,0,12/22/2022,2/1/2022,7:26 PM,3:53 PM,Delta,2.22,447,455.54,Economy,Cancelled,Boeing 737,Marlo Gerram,Chandler O'Fielly
8811,UKN,BLF,8/26/2022,12/8/2022,2:15 AM,8:46 AM,Delta,3.57,247,349.82,Business,Delayed,Boeing 737,Riane Cubuzzi,Meridith Robertet
4127,DND,KVA,4/20/2022,7/21/2022,3:22 AM,1:29 PM,Delta,3.7,57,349.39,First,Cancelled,Airbus A320,Rudyard Baglow,Janie Lewens
2732,AET,APF,8/28/2022,3/26/2022,9:14 PM,3:36 PM,Delta,9.47,365,345.84,Business,Delayed,Boeing 787,Ahmed Pettus,Aloin Tanner
4526,VDH,PYH,5/13/2022,12/9/2022,4:54 PM,7:57 PM,American,9.1,66,51.91,First,Cancelled,Boeing 737,Anjanette Bryde,Corabel Damiral
532,YXL,MRE,7/29/2022,5/4/2022,3:48 AM,9:01 AM,American,7.89,250,797.54,Economy,Cancelled,Boeing 787,Trix Deegin,Gaspar Wignall
1444,ORW,YEO,9/4/2022,11/2/2022,10:43 PM,8:17 AM,United,5.26,68,785.92,First,On Time,Boeing 737,D'arcy Dugan,Nertie Cicutto
2003,SUI,XRH,8/16/2022,12/28/2022,12:49 AM,6:39 PM,American,1.41,279,461.25,First,Cancelled,Boeing 787,Jelene Castagne,Deedee Harvett
4385,YUB,PNA,7/4/2022,9/24/2022,2:37 AM,2:20 AM,United,2.16,76,778.08,First,On Time,Airbus A320,Carny Halley,Kimbra Venediktov
2181,BUG,SHN,10/7/2022,5/5/2022,1:09 PM,9:48 PM,United,7.19,459,111.96,First,Delayed,Boeing 787,Tuck Whanstall,Alva Kun
2306,LPB,UTT,4/13/2022,10/6/2022,12:32 AM,10:53 AM,American,2.29,152,825.48,First,Delayed,Boeing 787,Rustin Tomasicchio,Jeffy Binney
5272,CHJ,IOW,1/15/2022,7/1/2022,3:41 AM,9:51 AM,American,1.06,265,974.28,Business,On Time,Airbus A320,Brian Antowski,Bernette Genner
6535,WGU,AKQ,8/9/2022,12/14/2022,12:50 PM,7:16 AM,Delta,3.87,259,837.05,First,Delayed,Boeing 737,Delphine Ballendine,Annamaria Crease
3426,CHQ,FNA,1/10/2022,5/4/2022,11:19 PM,5:30 AM,Delta,9.79,139,866.96,Economy,On Time,Airbus A320,Durante Chaff,Celle Faint
8258,KUM,MKP,6/19/2022,6/30/2022,9:33 AM,12:37 PM,United,7.77,121,600.2,Business,Delayed,Boeing 737,Marsh Moncrieffe,Dorthy Splevins
2083,JRF,YNJ,11/19/2022,3/4/2022,12:12 PM,8:33 AM,United,6.83,341,399.31,First,Delayed,Airbus A320,Kerrie Sherebrooke,Seamus Corbally
3666,IST,PCB,2/15/2022,11/16/2022,8:57 PM,6:34 AM,American,2.01,96,356.25,Economy,Delayed,Boeing 737,Myriam Kays,Hammad Paddell
4335,KGC,PMX,4/25/2022,9/1/2022,1:11 PM,2:32 AM,United,6.0,157,273.64,First,Cancelled,Airbus A320,Ravid Baress,Monica Sawforde
8024,HEW,ZHM,2/12/2022,10/27/2022,9:54 PM,7:32 AM,American,6.16,256,331.75,Business,On Time,Boeing 737,Fanny Paulin,Avictor Cayzer
3742,MZV,EBB,10/15/2022,5/9/2022,3:55 PM,4:34 AM,American,6.75,53,700.54,Economy,On Time,Boeing 737,Kissie Goodswen,Tannie Thorndale
7512,AMS,PMS,5/7/2022,11/28/2022,8:43 PM,4:48 AM,United,7.67,442,890.79,Business,Delayed,Boeing 787,Hanan Waberer,Emanuele Howford
9954,TPS,BHQ,2/21/2022,3/2/2022,4:33 AM,8:24 PM,American,8.86,480,212.58,Business,Cancelled,Boeing 787,Ursala Fine,Welch Ivatt
1160,CRI,TLS,7/18/2022,9/2/2022,6:42 PM,12:47 AM,United,3.95,493,472.64,Economy,Cancelled,Boeing 787,Teresa Mughal,Hodge Rubra
9159,FMS,WOW,8/2/2022,1/25/2022,8:02 PM,7:44 PM,American,2.1,89,444.48,Economy,Delayed,Airbus A320,Wilton Fawbert,Jenifer Venable
6497,DIN,HOV,11/16/2022,9/27/2022,10:48 AM,9:43 AM,Delta,9.16,499,720.35,Economy,On Time,Airbus A320,Case Bewfield,Israel Eagles
2589,YAL,SGC,3/29/2022,7/17/2022,2:30 PM,11:03 PM,Delta,5.63,427,214.85,First,Delayed,Airbus A320,Dalia O'Carroll,Hasheem Sulley
9412,YXQ,AAM,8/25/2022,3/29/2022,6:48 PM,12:53 PM,Delta,8.36,435,178.95,Economy,Cancelled,Boeing 787,Nikolaos Darwen,Thadeus Clibbery
3905,TIN,BCT,5/19/2022,4/11/2022,7:04 PM,2:55 AM,American,9.55,382,614.04,Economy,On Time,Boeing 737,Janene Tregunna,Isaiah Boundley
3998,KWJ,EVG,3/26/2022,1/4/2022,11:23 AM,7:24 AM,United,2.26,388,144.62,Business,Cancelled,Boeing 787,Anita Wilkison,Gracie Hearnshaw
3734,HYC,MNI,8/31/2022,3/10/2022,6:01 PM,10:51 AM,Delta,6.69,20,714.18,Business,Cancelled,Airbus A320,Gordy Seivertsen,Monika Pennino
1942,RRT,BMO,11/5/2022,7/21/2022,11:46 PM,1:39 AM,American,9.05,56,593.11,First,On Time,Boeing 737,Frazer Delue,Verne Brandsen
4150,GLH,COJ,6/4/2022,2/27/2022,8:47 PM,11:47 PM,Delta,9.86,271,889.92,Economy,Delayed,Boeing 787,Kris Havile,Marilyn Pryke
413,AIF,MVP,8/18/2022,3/13/2022,12:03 AM,8:55 PM,Delta,5.37,4,891.56,Business,On Time,Boeing 737,Willa Aristide,Justis Inglis
636,DJE,MQD,2/7/2022,3/9/2022,4:32 PM,5:45 AM,United,8.66,326,627.6,Business,Cancelled,Boeing 737,Celestia Ternent,Gae Birdwhistle
1755,STP,CBC,5/31/2022,11/6/2022,4:10 AM,9:17 PM,American,5.81,460,584.61,First,Delayed,Airbus A320,Jeniffer Ephgrave,Adriana Brackenridge
345,ATM,AMB,6/11/2022,4/18/2022,7:49 AM,5:30 AM,Delta,1.04,411,634.95,Economy,Cancelled,Boeing 737,Ediva Bunch,Christabella Baptista
7853,0,YDN,4/3/2022,1/4/2022,3:37 PM,1:59 PM,Delta,1.87,266,704.36,First,Delayed,Airbus A320,Dulsea Scraney,Mirabella Lamble
6730,SEH,WUN,3/9/2022,2/28/2022,10:25 PM,7:31 PM,Delta,8.86,398,549.17,Business,On Time,Boeing 737,Rolando Bingley,Jocelyn Buffy
478,ELD,ASG,1/11/2022,3/16/2022,9:54 PM,12:01 AM,Delta,7.94,111,654.98,Business,On Time,Boeing 787,Jenica Persent,Jesselyn Hamberston
8053,ARV,YRF,6/22/2022,10/16/2022,12:36 AM,2:37 AM,Delta,6.76,456,611.11,First,Delayed,Boeing 737,Gareth Morson,Fanchette Yukhin
146,NTQ,BCR,10/23/2022,12/9/2022,7:59 PM,3:51 PM,United,2.31,177,457.92,Business,Delayed,Airbus A320,Missy Watton,Doralynne Blinerman
1322,AUX,YAD,5/12/2022,8/26/2022,10:28 AM,5:15 PM,Delta,6.83,478,793.77,First,On Time,Boeing 787,Korey Rayner,Leonore Bachnic
7050,OLM,PRS,12/23/2022,8/2/2022,6:43 AM,12:04 PM,Delta,4.03,221,334.04,Business,Cancelled,Boeing 737,Blair Adiscot,Skippie Boom
5747,MSZ,AKY,9/30/2022,11/9/2022,10:35 AM,5:00 PM,Delta,8.01,385,454.41,Economy,On Time,Boeing 787,Bentlee Pettyfar,Ashlee Gerring
6050,CAP,TKN,5/12/2022,8/8/2022,2:08 PM,9:02 PM,United,1.16,366,714.61,Economy,Cancelled,Airbus A320,Starlin Westbrook,Zitella Watford
3622,UTT,TJH,10/2/2022,10/9/2022,3:02 AM,12:48 PM,Delta,6.07,447,561.86,First,Cancelled,Boeing 737,Lebbie Itzcovichch,Lelia Lahy
4359,DQM,FRO,4/30/2022,6/28/2022,2:05 AM,5:19 PM,American,9.32,49,497.04,Economy,On Time,Boeing 737,Eddy Orford,Rickert Vasilic
288,AND,PBC,11/1/2022,12/16/2022,2:26 AM,3:40 AM,American,8.08,386,995.1,Business,Delayed,Boeing 787,Emalee Lampaert,Sofia Ozelton
4750,LJN,OLJ,12/8/2022,2/10/2022,3:35 PM,2:49 AM,Delta,5.98,463,684.01,First,On Time,Boeing 737,Shawnee Crean,Graham Flarity
2737,SHX,TQS,3/6/2022,6/9/2022,2:19 PM,7:14 AM,American,6.53,407,551.02,Business,Cancelled,Boeing 737,Willdon Parker,Caz Burkhill
1180,DHD,SAA,1/4/2022,3/19/2022,11:00 PM,9:50 AM,American,9.33,266,485.03,First,On Time,Airbus A320,Starlin Nunn,Carolee Arstall
6446,NSB,INS,8/31/2022,5/14/2022,2:38 PM,6:55 PM,American,2.67,52,60.01,Business,Cancelled,Boeing 787,Filippo Iley,Marven Skillman
6452,BOC,VOG,3/2/2022,10/21/2022,10:28 PM,6:54 PM,Delta,9.54,124,361.76,Business,Delayed,Boeing 737,Gusella O'Downe,Robyn Mallya
256,IXD,BII,7/17/2022,2/11/2022,4:26 PM,3:59 AM,American,2.35,376,973.67,First,On Time,Airbus A320,Jourdain Talbot,Derek Doghartie
2714,KHS,AKW,9/24/2022,2/23/2022,4:27 AM,11:42 PM,American,3.85,46,539.39,Business,On Time,Boeing 787,Tamra Loveguard,Gwen Rutt
5326,TJA,AGX,10/20/2022,8/12/2022,4:34 AM,8:59 AM,Delta,6.43,323,761.44,First,Cancelled,Boeing 737,Viva Hodgins,Jaclyn D'Oyly
7470,OMH,HZK,11/14/2022,10/8/2022,12:24 PM,7:22 PM,Delta,6.04,18,800.93,First,Cancelled,Boeing 787,Danni Clyma,Georgie Pawling
9494,YQA,JTY,4/1/2022,6/8/2022,3:46 AM,3:37 AM,United,5.37,297,394.94,Economy,On Time,Boeing 737,Morgana Shyram,Annmarie Eaglesham
4532,EAE,SIN,12/5/2022,4/25/2022,3:35 PM,3:30 PM,American,6.51,328,882.75,Business,On Time,Airbus A320,Addy Peschke,Jaquelyn Potter
2039,DLR,LDS,4/11/2022,2/19/2022,7:24 PM,11:21 PM,United,8.81,360,623.83,Business,On Time,Boeing 737,Delainey Patience,Ashia Cardew
6413,BWT,TOD,11/24/2022,6/3/2022,3:36 AM,12:01 AM,Delta,7.7,5,780.72,First,On Time,Airbus A320,Cart Beavers,Rosana Vanyatin
5156,FIE,FCB,12/30/2022,5/2/2022,2:06 PM,12:27 PM,American,1.09,310,742.91,First,Delayed,Boeing 787,Branden Louch,Grissel Branigan
3389,OCN,0,11/18/2022,11/29/2022,8:37 AM,3:42 AM,American,6.2,53,333.98,Economy,Cancelled,Boeing 737,Cristian O'Leagham,Chariot Bartkiewicz
8438,COH,JOS,2/4/2022,11/27/2022,12:41 AM,10:15 PM,Delta,9.72,460,904.93,First,Cancelled,Airbus A320,Nickey Batecok,Devlin Acton
1841,ULP,AVG,11/26/2022,12/16/2022,5:43 PM,8:54 PM,Delta,7.67,177,884.63,Economy,Delayed,Boeing 787,Reagen Botha,Delcine Dabes
9282,PCR,KIX,12/6/2022,8/20/2022,6:49 AM,8:53 AM,American,9.92,495,623.58,Business,Cancelled,Boeing 787,Maxim Brideau,Ugo Babcock
9772,MPF,SBJ,10/16/2022,8/9/2022,3:20 AM,12:25 PM,United,4.0,147,646.41,First,Delayed,Boeing 787,Forbes Casiroli,Lorens Eastby
9831,HGZ,AGO,1/30/2022,10/2/2022,8:18 PM,4:29 AM,American,5.21,244,989.33,Business,Delayed,Airbus A320,Daisey Gooday,Rene Rickasse
5257,OTT,WGE,2/19/2022,3/27/2022,12:10 PM,2:54 PM,Delta,5.57,220,501.29,First,Delayed,Boeing 737,Rena Pinock,Louis Adamkiewicz
2765,YMD,XNA,1/4/2022,5/7/2022,3:47 AM,8:55 PM,American,8.55,434,838.47,Economy,On Time,Boeing 787,Dita Pioch,Robb Haycox
7036,YPS,KCE,8/6/2022,12/7/2022,4:13 AM,3:44 AM,American,4.2,229,494.17,Business,Cancelled,Boeing 737,Jewelle Tatford,Davidde Hetterich
4405,MHW,OBY,12/1/2022,4/22/2022,8:45 PM,7:15 AM,Delta,6.57,141,366.76,Business,On Time,Airbus A320,Isabel Whichelow,Joye Yarrell
3910,PVK,EEK,8/4/2022,4/3/2022,11:16 AM,7:39 AM,United,7.85,179,207.43,Economy,Delayed,Boeing 737,Carson Barford,Berkly Haffard
5895,EFL,HZP,7/29/2022,3/5/2022,8:11 PM,7:18 PM,American,3.45,219,546.81,Business,Delayed,Boeing 737,Brigitta Setterfield,Godiva Fawkes
7496,IKU,GAZ,3/13/2022,12/8/2022,11:13 PM,2:10 PM,United,3.74,186,356.69,Economy,On Time,Boeing 787,Diann Risbrough,Cornie Berkeley
4775,OMI,NLK,9/4/2022,5/9/2022,8:28 PM,7:41 AM,Delta,4.04,419,382.87,Business,Delayed,Airbus A320,Ki Procter,Aldridge Feedham
9697,MUR,BYQ,2/21/2022,6/4/2022,7:05 PM,3:14 PM,American,9.97,315,122.66,First,Delayed,Boeing 737,Shalom Thirwell,Olympia Rappoport
301,EGN,MNZ,8/5/2022,5/27/2022,10:28 AM,11:20 PM,American,2.55,316,844.83,First,Delayed,Boeing 737,Kale Ciobotaru,Artair Liddyard
9415,OZR,KOU,8/6/2022,10/4/2022,3:56 PM,6:28 AM,American,3.61,440,840.33,First,Delayed,Boeing 787,Sari Colloby,Sollie Harrowsmith
3032,TUS,KLO,2/4/2022,11/22/2022,12:21 AM,10:51 PM,American,8.47,311,501.18,Business,On Time,Boeing 737,Yetta Mew,Jenni Winslow
5942,HIF,CGE,1/27/2022,3/23/2022,5:53 PM,4:16 PM,United,9.14,102,123.4,Economy,Delayed,Boeing 737,Shirleen Mathivon,Kristoffer Jeanes
6109,DWC,YRQ,6/22/2022,2/28/2022,5:15 AM,3:32 PM,United,7.28,485,61.35,First,On Time,Boeing 787,Alair Fiveash,Gaby Baseggio
8256,LKW,QSI,10/9/2022,5/25/2022,10:24 AM,6:07 AM,American,8.18,383,221.05,First,Delayed,Boeing 787,Mathe Coddington,Penn Hanvey
6616,FLW,NIU,9/16/2022,6/6/2022,8:07 PM,9:03 AM,American,4.93,135,604.7,First,On Time,Boeing 737,Freddie Plane,Sybil Redan
4654,BYK,ARK,12/24/2022,9/23/2022,12:56 PM,9:34 AM,Delta,6.88,210,806.11,First,Cancelled,Airbus A320,Garald Crissil,Jaime Beaushaw
6644,LUI,OTC,11/26/2022,9/29/2022,5:58 AM,8:44 PM,United,5.53,243,800.91,Business,Cancelled,Boeing 737,Alberto Sherrin,Celeste Sissens
8990,IKK,SLT,12/23/2022,4/1/2022,6:30 AM,8:00 AM,Delta,9.7,260,344.62,Business,Delayed,Boeing 787,Kristin McKissack,Joice Peealess
3018,ALB,SZK,12/9/2022,5/12/2022,6:21 AM,11:53 PM,United,1.93,213,821.98,Economy,On Time,Boeing 787,Roy Fawbert,Hollie Antat
2042,THL,SLW,9/27/2022,11/13/2022,11:00 PM,11:34 AM,United,3.21,364,701.07,Business,Delayed,Boeing 787,Marlin Stapford,Ax Lubman
3063,MWH,MWZ,10/4/2022,10/27/2022,8:47 AM,5:20 PM,United,1.29,222,94.73,First,Delayed,Boeing 737,Cherilynn Golda,Frank Stratz
8996,LMS,CML,1/28/2022,7/15/2022,3:59 PM,12:51 PM,Delta,1.63,155,193.26,Economy,Delayed,Boeing 787,Rabi Forrington,Alex Butte
3678,LSU,RZS,7/4/2022,8/28/2022,11:11 PM,10:00 PM,American,1.39,221,535.22,First,Delayed,Airbus A320,Jennine Haythorn,Jarred Clew
7889,FHZ,EEN,2/10/2022,8/23/2022,2:31 PM,5:12 PM,United,8.01,448,799.38,First,On Time,Boeing 787,Lucienne Kubera,Dorey Airlie
1840,IIL,LIL,11/30/2022,3/30/2022,10:14 AM,9:53 PM,United,7.61,199,840.43,First,On Time,Airbus A320,Cyrille Stodd,Peyton Petyanin
129,YZG,SJJ,12/19/2022,11/7/2022,9:36 AM,8:03 AM,American,9.56,382,282.63,First,Delayed,Airbus A320,Adele Durbin,Twila Coonan
3317,YNT,GCC,5/14/2022,11/22/2022,5:52 PM,7:29 PM,United,8.4,24,857.66,Economy,Delayed,Boeing 787,Oby Wolters,Darice Dunstone
7151,TMX,CBJ,1/5/2022,6/12/2022,6:27 PM,5:40 AM,Delta,2.74,142,571.84,Economy,On Time,Boeing 737,Amelia Wedlake,Doroteya Itschakov
5288,YVZ,ABA,4/4/2022,9/9/2022,12:54 PM,1:51 PM,Delta,6.79,187,799.74,First,Cancelled,Boeing 737,Alaster Cavozzi,Rutter Tunnick
4865,NML,IXA,7/17/2022,4/13/2022,3:05 PM,12:42 PM,United,6.78,88,442.57,First,On Time,Airbus A320,Laura Cassella,Oby Akehurst
2343,MEG,SCY,3/4/2022,11/25/2022,9:39 AM,9:43 AM,United,6.08,374,626.58,Economy,On Time,Airbus A320,Godfree Sier,Gav Gockelen
4414,TON,AKR,4/2/2022,4/4/2022,7:58 PM,7:37 PM,American,7.19,100,227.26,First,Cancelled,Airbus A320,Violetta Bostick,Kristoforo Ewan
7271,POM,AYQ,10/15/2022,5/8/2022,11:15 AM,6:27 AM,American,9.86,349,540.9,Economy,Cancelled,Boeing 737,Valera Everley,Inesita Haacker
7096,KPI,AGN,1/16/2022,8/12/2022,6:05 AM,5:34 PM,Delta,2.78,219,332.66,First,Cancelled,Boeing 737,Catlee Griffith,Perkin Duly
7831,VNX,HUT,2/25/2022,10/21/2022,3:09 AM,4:08 PM,Delta,2.25,138,67.13,First,Cancelled,Boeing 787,Yank Meak,Angel Davern
9229,TTE,GGG,8/1/2022,12/11/2022,10:57 AM,8:44 AM,Delta,5.02,36,837.3,First,Cancelled,Airbus A320,Rhodia Durn,Nance Epton
6331,IGN,MCS,9/28/2022,11/12/2022,8:00 AM,10:26 AM,American,6.12,22,809.55,First,Cancelled,Airbus A320,Jojo Kumar,Adi Harron
2173,EJN,HDS,4/12/2022,9/28/2022,7:31 PM,8:17 AM,Delta,5.86,411,549.37,Economy,Cancelled,Boeing 787,Addia McGerr,Zack Poytheras
4361,CBF,IDK,10/28/2022,9/23/2022,11:03 AM,3:49 AM,United,3.65,162,992.57,Business,Cancelled,Boeing 787,Celle Bibby,Beckie Worster
7296,MAC,SUA,1/12/2022,9/2/2022,8:07 AM,10:07 AM,American,8.38,398,426.11,First,Delayed,Airbus A320,Josepha Telford,Sibel Westbury
5083,OSN,HMB,4/20/2022,10/2/2022,6:49 PM,9:26 PM,United,1.06,166,889.2,Economy,Cancelled,Boeing 737,Base Corringham,Catherin Asif
246,TZX,OFJ,9/4/2022,8/15/2022,11:46 AM,2:31 PM,American,1.73,291,225.03,Economy,Delayed,Airbus A320,Lauren Cherry,Gertrudis Ainslie
2509,QLS,YFJ,2/5/2022,4/23/2022,7:18 PM,12:48 AM,United,8.49,1,456.2,Business,Delayed,Airbus A320,Lutero Bithell,Corrianne Brason
526,VVN,DGF,2/26/2022,12/19/2022,8:26 PM,1:12 AM,Delta,9.42,207,590.72,Business,On Time,Boeing 737,Inglebert Hartles,Christi Dyster
8730,RCA,LFP,4/11/2022,4/4/2022,6:16 PM,3:45 AM,American,9.7,142,563.3,First,Delayed,Airbus A320,Leif Deluca,Aldo Kelso
3350,GEG,RND,11/15/2022,4/1/2022,7:25 AM,10:17 PM,American,7.34,19,643.79,Economy,On Time,Boeing 787,Katey Mulvin,Lurleen Hartly
2699,MJJ,GTP,9/20/2022,8/1/2022,5:59 AM,10:40 AM,Delta,7.93,374,938.39,Business,On Time,Boeing 787,Sally Lumsdale,Henka Reinhardt
2485,BLE,ZQL,9/8/2022,7/3/2022,10:05 PM,5:38 PM,United,1.85,123,81.21,Economy,Cancelled,Boeing 737,Ida Cracoe,Burg Toderbrugge
3301,KLJ,HUU,2/12/2022,5/7/2022,4:51 AM,3:36 AM,American,9.82,479,912.65,First,On Time,Boeing 737,Will Cristoforetti,Mahala Redwin
8476,HVB,IAO,2/9/2022,1/29/2022,2:50 PM,12:50 AM,American,9.52,33,78.25,Economy,Cancelled,Boeing 737,Piggy Talby,Kleon Dable
4094,AIU,GRV,9/19/2022,10/22/2022,6:55 PM,5:10 AM,American,9.51,437,181.67,First,Cancelled,Boeing 787,Louisa Limb,Aaron Raoul
5368,BWU,RUG,2/13/2022,8/31/2022,2:21 AM,2:39 PM,American,8.12,9,721.32,Business,Delayed,Airbus A320,Zilvia Metcalf,Waite Chanders
2499,INL,BSW,2/8/2022,1/4/2022,12:23 AM,3:31 PM,United,5.12,190,546.58,Economy,Delayed,Airbus A320,Wainwright Clemmitt,Rafaela Velte
7788,SIF,FGI,6/16/2022,4/11/2022,6:41 AM,10:57 AM,Delta,9.89,164,270.22,Business,Delayed,Airbus A320,Tiffi Shawdforth,Thaxter O'Gormley
8467,YHS,UMU,9/29/2022,4/8/2022,3:27 PM,7:03 AM,United,5.26,39,506.68,First,Cancelled,Boeing 737,Ewell O'Luby,Malynda Ranfield
9289,MTU,DOV,8/10/2022,4/25/2022,1:19 PM,10:27 PM,Delta,8.13,178,851.75,Economy,On Time,Boeing 737,Marcella Paulsen,Hans Farnaby
7459,IWA,KII,10/14/2022,7/26/2022,8:48 PM,9:19 PM,Delta,4.25,35,126.52,Economy,Cancelled,Airbus A320,Eal Acedo,Barny Jeeks
3586,VGZ,CWL,9/16/2022,1/1/2022,6:01 AM,6:52 AM,Delta,5.61,112,729.75,Economy,Delayed,Airbus A320,Ronnie Stopps,Pip Yerill
5919,SKQ,YOE,6/26/2022,3/3/2022,8:48 PM,7:08 PM,Delta,9.89,375,587.43,Economy,On Time,Boeing 737,Merrick Jehaes,Ariela Fardy
7345,CLE,CAL,9/28/2022,5/7/2022,6:58 PM,11:54 AM,Delta,7.43,136,398.69,Economy,On Time,Airbus A320,Gill Broad,Cathleen Payton
6542,ZLR,MDA,8/7/2022,5/13/2022,7:45 PM,7:04 AM,American,7.51,14,502.77,First,Cancelled,Boeing 737,Betteann Ghioni,Craggie MacGinley
9884,MCA,LAJ,2/20/2022,5/3/2022,10:31 AM,3:42 AM,United,8.56,199,176.06,First,Delayed,Boeing 737,Eliza Lambertson,Grata Prott
1792,YNA,UKA,9/5/2022,9/29/2022,7:19 AM,12:26 PM,American,3.09,331,935.88,Economy,Delayed,Boeing 787,Trish McLaren,Florida Borge
3456,OUA,ODH,11/12/2022,7/18/2022,3:29 PM,11:56 PM,American,9.72,160,721.53,First,Delayed,Boeing 787,Umberto Batkin,Dominique Gault
4995,0,PUJ,7/13/2022,11/28/2022,12:32 AM,8:20 PM,United,1.35,125,489.92,Economy,Delayed,Boeing 787,Scotty Bonanno,Ruthanne Codling
7880,BOA,NNG,9/4/2022,7/29/2022,12:46 PM,8:44 PM,United,1.22,226,65.71,First,Delayed,Boeing 737,Jameson Fosdyke,Sibel Jonathon
4291,LTI,KOX,9/17/2022,4/8/2022,10:11 AM,2:55 PM,United,2.5,270,853.57,Economy,Cancelled,Airbus A320,Say Allkins,Loutitia Lansbury
7751,WXN,YQY,7/25/2022,2/18/2022,4:01 AM,3:13 AM,American,6.58,264,416.89,First,Cancelled,Airbus A320,Lindsay Castellet,Hayward Bilson
4366,MOG,IAH,5/5/2022,4/21/2022,7:53 AM,11:13 PM,American,7.62,297,352.89,First,On Time,Boeing 737,Chris Goligher,Bonnie Phelan
1360,BDX,LFI,4/4/2022,6/24/2022,9:02 AM,7:23 PM,American,2.74,95,597.09,Business,Delayed,Airbus A320,Kahaleel Sherrell,Shawn Ramirez
8973,DXE,NVY,3/21/2022,11/19/2022,6:54 PM,2:41 AM,Delta,8.4,148,980.87,Economy,Delayed,Boeing 737,Ketti Camocke,Riannon Cavy
2959,GHA,TGU,3/4/2022,5/22/2022,1:59 PM,7:11 PM,American,6.2,101,413.16,Economy,On Time,Airbus A320,Kare Phizackarley,Victor Madoc-Jones
1001,0,UUD,8/3/2022,12/19/2022,11:59 AM,1:18 PM,American,6.02,452,776.41,Economy,Delayed,Airbus A320,Rudy Beggini,Taddeusz Garvie
3659,ZDY,IKT,10/7/2022,5/6/2022,11:36 AM,3:08 AM,Delta,8.31,216,299.47,Economy,On Time,Airbus A320,Petra Kiehl,Randene Caselli
4435,ATE,CNB,1/10/2022,6/2/2022,2:00 AM,7:28 AM,Delta,5.5,306,259.11,First,On Time,Airbus A320,Staford Giorgetti,Ivan MacBean
2859,CSR,MWR,9/8/2022,4/9/2022,4:37 PM,2:33 PM,Delta,3.2,147,590.92,Economy,On Time,Airbus A320,Naomi Ponde,Desdemona Dei
2037,GOI,PAX,7/27/2022,12/7/2022,1:44 AM,8:54 AM,United,4.72,368,866.84,First,Cancelled,Airbus A320,Vladamir Torritti,Bertie Hoggan
4526,NDD,AAY,8/27/2022,10/16/2022,7:35 PM,10:33 AM,Delta,2.4,57,870.62,Business,Delayed,Boeing 787,Kristel Searl,Melisande Friese
4281,TJU,PHO,3/31/2022,2/26/2022,3:47 PM,3:14 AM,Delta,2.63,216,501.16,Business,On Time,Boeing 787,Appolonia Janik,Alwyn Klemensiewicz
1111,RTC,CRC,5/22/2022,8/2/2022,6:24 PM,4:42 PM,American,3.9,262,809.98,Business,Cancelled,Boeing 787,Dorolice Mitchinson,Dorelle Budd
8426,JLS,MEF,3/11/2022,5/25/2022,5:08 PM,2:58 PM,American,1.98,89,215.06,Business,On Time,Boeing 787,Ruggiero Gouldstraw,Millard Bonnaire
1838,RCL,RJH,7/10/2022,7/13/2022,11:54 PM,7:19 PM,United,5.37,441,98.22,Business,Cancelled,Boeing 787,Torrey Petto,Thomasine de Nore
5387,FAA,DUQ,8/26/2022,12/21/2022,11:23 PM,2:57 PM,American,2.35,383,966.4,First,Cancelled,Boeing 737,Shena Furmenger,Gearard Dayton
3426,HUB,TGN,4/27/2022,6/3/2022,5:32 PM,12:21 PM,United,5.18,120,811.07,Business,On Time,Boeing 737,Raviv McTurlough,Arabela Denyer
5467,SFC,SBZ,7/5/2022,5/23/2022,12:29 PM,5:03 PM,United,8.9,122,84.53,First,On Time,Airbus A320,Simonne Bassilashvili,Deerdre Yesipov
9104,WSB,BDL,11/23/2022,3/28/2022,6:29 PM,3:16 AM,Delta,7.1,486,730.84,Business,On Time,Boeing 787,Shela Jackman,Tommy Mcettrick
568,WRT,MSJ,9/8/2022,7/14/2022,6:15 AM,1:24 AM,American,3.05,159,194.81,Business,Cancelled,Airbus A320,Joyan De Lisle,Misty Percy
9130,CLC,TNB,7/14/2022,6/20/2022,4:00 AM,10:12 AM,American,8.89,218,762.58,First,On Time,Boeing 737,Portie Pumphreys,Brooks Nemchinov
